solver_id,model,solve_number,solve_time_s,predicted,residual
2008BARA01,power_law,1.0,16.94,24.874638028464837,-7.9346380284648355
2008BARA01,power_law,2.0,17.5,22.85888976657314,-5.358889766573139
2008BARA01,power_law,3.0,18.4,21.763133852572857,-3.363133852572858
2008BARA01,power_law,4.0,18.19,21.020772339768893,-2.8307723397688918
2008BARA01,power_law,5.0,18.13,20.46420991550024,-2.3342099155002423
2008BARA01,power_law,6.0,16.3,20.021576121111334,-3.721576121111333
2008BARA01,power_law,7.0,15.94,19.65562328533721,-3.7156232853372106
2008BARA01,power_law,8.0,17.19,19.34463264584168,-2.15463264584168
2008BARA01,power_law,9.0,16.55,19.07486952093746,-2.524869520937461
2008BARA01,power_law,10.0,16.78,18.837115357848308,-2.057115357848307
2008BARA01,power_law,11.0,16.96,18.624893736902425,-1.6648937369024246
2008BARA01,power_law,12.0,18.44,18.43348713375886,0.006512866241141779
2008BARA01,power_law,13.0,18.19,18.259356767299916,-0.06935676729991513
2008BARA01,power_law,14.0,16.77,18.09978262435074,-1.3297826243507416
2008BARA01,power_law,15.0,20.44,17.95263066405445,2.4873693359455515
2008BARA01,power_law,16.0,20.5,17.81619695800703,2.68380304199297
2008BARA01,power_law,17.0,15.34,17.68910021672981,-2.349100216729809
2008BARA01,power_law,18.0,19.02,17.570205774301247,1.4497942256987528
2008BARA01,power_law,19.0,18.58,17.458570620652058,1.1214293793479406
2008BARA01,power_law,20.0,17.02,17.353402873496904,-0.33340287349690456
2008BARA01,power_law,21.0,16.06,17.254031377655814,-1.194031377655815
2008BARA01,power_law,22.0,21.09,17.159882547978086,3.930117452021914
2008BARA01,power_law,23.0,21.94,17.070462484888154,4.869537515111848
2008BARA01,power_law,24.0,17.82,16.985342988899706,0.834657011100294
2008BARA01,power_law,25.0,16.01,16.904150499754937,-0.8941504997549359
2008BARA01,power_law,26.0,17.3,16.826557257975338,0.4734427420246625
2008BARA01,power_law,27.0,20.93,16.752274175337007,4.177725824662993
2008BARA01,power_law,28.0,15.66,16.681045033771824,-1.0210450337718235
2008BARA01,power_law,29.0,18.03,16.61264172728545,1.4173582727145515
2008BARA01,power_law,30.0,18.75,16.54686033039265,2.2031396696073493
2008BARA01,power_law,31.0,17.56,16.483517827129354,1.0764821728706444
2008BARA01,power_law,32.0,15.13,16.422449372223745,-1.2924493722237447
2008BARA01,power_law,33.0,20.0,16.36350598415363,3.6364940158463703
2008BARA01,power_law,34.0,15.44,16.306552591138374,-0.8665525911383742
2008BARA01,power_law,35.0,18.68,16.25146636741507,2.42853363258493
2008BARA01,power_law,36.0,17.09,16.19813530971999,0.8918646902800091
2008BARA01,power_law,37.0,15.38,16.146457013670098,-0.766457013670097
2008BARA01,power_law,38.0,14.32,16.096337617396067,-1.7763376173960665
2008BARA01,power_law,39.0,13.11,16.047690885819456,-2.937690885819457
2008BARA01,power_law,40.0,18.69,16.000437413765372,2.6895625862346293
2008BARA01,power_law,41.0,14.56,15.954503929938278,-1.3945039299382778
2008BARA01,power_law,42.0,16.15,15.909822686873978,0.2401773131260203
2008BARA01,power_law,43.0,18.28,15.866330924476257,2.413669075523744
2008BARA01,power_law,44.0,16.03,15.823970396776284,0.20602960322371722
2008BARA01,power_law,45.0,13.88,15.782686953211872,-1.9026869532118713
2008BARA01,power_law,46.0,20.09,15.742430167086448,4.3475698329135515
2008BARA01,power_law,47.0,16.33,15.703153004992302,0.6268469950076963
