solver_id,model,solve_number,solve_time_s,predicted,residual
2014JIME05,power_law,1.0,19.44,24.00065126536177,-4.56065126536177
2014JIME05,power_law,2.0,27.03,22.145996756139326,4.8840032438606755
2014JIME05,power_law,3.0,15.32,21.19781422006749,-5.8778142200674885
2014JIME05,power_law,4.0,21.79,20.579699560108686,1.2103004398913129
2014JIME05,power_law,5.0,19.56,20.12923295303824,-0.5692329530382416
2014JIME05,power_law,6.0,23.69,19.778938210655433,3.9110617893445685
2014JIME05,power_law,7.0,16.93,19.494676483428528,-2.564676483428528
2014JIME05,power_law,8.0,16.48,19.25692656163688,-2.7769265616368806
2014JIME05,power_law,9.0,34.44,19.053545181233556,15.386454818766442
2014JIME05,power_law,10.0,13.12,18.87649744125279,-5.756497441252792
2014JIME05,power_law,11.0,17.13,18.720209186721874,-1.590209186721875
2014JIME05,power_law,12.0,24.21,18.58066570005777,5.629334299942229
2014JIME05,power_law,13.0,20.54,18.454886046427443,2.085113953572556
2014JIME05,power_law,14.0,21.78,18.340600316407972,3.439399683592029
2014JIME05,power_law,15.0,14.03,18.236042882904904,-4.206042882904905
2014JIME05,power_law,16.0,17.8,18.13981519227459,-0.3398151922745889
2014JIME05,power_law,17.0,15.68,18.050791915738955,-2.3707919157389554
2014JIME05,power_law,18.0,18.09,17.968055069692987,0.12194493030701281
2014JIME05,power_law,19.0,14.65,17.89084671204931,-3.2408467120493096
2014JIME05,power_law,20.0,16.46,17.818534295167876,-1.3585342951678747
2014JIME05,power_law,21.0,16.18,17.750584838363825,-1.5705848383638248
2014JIME05,power_law,22.0,19.02,17.686545370207977,1.3334546297920227
2014JIME05,power_law,23.0,17.21,17.626027908306348,-0.41602790830634717
2014JIME05,power_law,24.0,15.65,17.568697776060674,-1.9186977760606734
2014JIME05,power_law,25.0,18.08,17.514264409458953,0.5657355905410455
2014JIME05,power_law,26.0,14.86,17.46247404661713,-2.6024740466171323
2014JIME05,power_law,27.0,16.36,17.413103858174388,-1.0531038581743886
2014JIME05,power_law,28.0,17.29,17.3659571926232,-0.07595719262319989
2014JIME05,power_law,29.0,19.25,17.32085969320088,1.9291403067991197
2014JIME05,power_law,30.0,17.81,17.27765610252493,0.5323438974750694
2014JIME05,power_law,31.0,19.51,17.236207614664927,2.2737923853350743
2014JIME05,power_law,32.0,18.15,17.196389666503936,0.9536103334960622
2014JIME05,power_law,33.0,14.11,17.158090084269713,-3.048090084269713
2014JIME05,power_law,34.0,17.18,17.12120751924909,0.058792480750909704
2014JIME05,power_law,35.0,16.52,17.08565012051165,-0.565650120511652
2014JIME05,power_law,36.0,14.49,17.051334403083352,-2.561334403083352
2014JIME05,power_law,37.0,14.56,17.0181842782347,-2.4581842782346985
2014JIME05,power_law,38.0,16.0,16.98613021896923,-0.9861302189692296
