solver_id,model,solve_number,solve_time_s,predicted,residual
2014ZAKR01,power_law,1.0,19.48,24.221385023385185,-4.741385023385185
2014ZAKR01,power_law,2.0,22.67,21.043476004028754,1.6265239959712474
2014ZAKR01,power_law,3.0,16.37,19.469097936153663,-3.0990979361536617
2014ZAKR01,power_law,4.0,16.24,18.462786900198903,-2.222786900198905
2014ZAKR01,power_law,5.0,20.36,17.73995550989226,2.620044490107741
2014ZAKR01,power_law,6.0,13.19,17.184279460141116,-3.994279460141117
2014ZAKR01,power_law,7.0,14.9,16.737625756433975,-1.8376257564339742
2014ZAKR01,power_law,8.0,20.48,16.367083023825863,4.112916976174137
2014ZAKR01,power_law,9.0,13.36,16.0523502337851,-2.692350233785099
2014ZAKR01,power_law,10.0,13.49,15.780092307128662,-2.2900923071286616
2014ZAKR01,power_law,11.0,17.47,15.541117506402689,1.9288824935973103
2014ZAKR01,power_law,12.0,16.19,15.328843665925461,0.8611563340745398
2014ZAKR01,power_law,13.0,16.67,15.138408983686666,1.5315910163133353
2014ZAKR01,power_law,14.0,19.47,14.966128956561093,4.503871043438906
2014ZAKR01,power_law,15.0,24.47,14.80915021165882,9.66084978834118
2014ZAKR01,power_law,16.0,16.21,14.66522179190641,1.5447782080935912
2014ZAKR01,power_law,17.0,15.12,14.532539365842698,0.587460634157301
2014ZAKR01,power_law,18.0,14.89,14.409636286805744,0.4803637131942562
2014ZAKR01,power_law,19.0,12.82,14.295305651345586,-1.475305651345586
2014ZAKR01,power_law,20.0,27.13,14.188543404513014,12.941456595486985
2014ZAKR01,power_law,21.0,16.11,14.08850606300337,2.021493936996629
2014ZAKR01,power_law,22.0,15.5,13.994478797701735,1.5055212022982651
2014ZAKR01,power_law,23.0,12.84,13.905850991273851,-1.0658509912738516
2014ZAKR01,power_law,24.0,15.87,13.822097277711386,2.0479027222886135
2014ZAKR01,power_law,25.0,15.11,13.742762661566719,1.3672373384332808
2014ZAKR01,power_law,26.0,12.64,13.667450714058509,-1.0274507140585083
2014ZAKR01,power_law,27.0,14.93,13.595814118152038,1.3341858818479615
2014ZAKR01,power_law,28.0,13.74,13.527547027042159,0.21245297295784127
2014ZAKR01,power_law,29.0,10.51,13.462378837028265,-2.952378837028265
2014ZAKR01,power_law,30.0,13.23,13.400069074075393,-0.17006907407539273
2014ZAKR01,power_law,31.0,14.81,13.340403165020437,1.4695968349795638
2014ZAKR01,power_law,32.0,13.68,13.283188917241414,0.39681108275858534
2014ZAKR01,power_law,33.0,14.57,13.228253570020875,1.3417464299791249
2014ZAKR01,power_law,34.0,12.5,13.175441310520542,-0.6754413105205419
2014ZAKR01,power_law,35.0,12.24,13.12461116985541,-0.8846111698554093
2014ZAKR01,power_law,36.0,9.79,13.075635232068983,-3.2856352320689837
2014ZAKR01,power_law,37.0,13.69,13.02839710220185,0.661602897798149
2014ZAKR01,power_law,38.0,13.3,12.982790590083063,0.3172094099169378
2014ZAKR01,power_law,39.0,13.73,12.938718574668611,0.7912814253313893
2014ZAKR01,power_law,40.0,14.56,12.896092020230046,1.663907979769954
2014ZAKR01,power_law,41.0,12.54,12.854829120851532,-0.3148291208515328
2014ZAKR01,power_law,42.0,12.57,12.814854553821291,-0.24485455382129118
2014ZAKR01,power_law,43.0,12.71,12.77609882582734,-0.06609882582733917
2014ZAKR01,power_law,44.0,12.97,12.738497698559275,0.2315023014407256
2014ZAKR01,power_law,45.0,10.77,12.701991682508943,-1.9319916825089436
2014ZAKR01,power_law,46.0,14.64,12.666525589555635,1.973474410444366
2014ZAKR01,power_law,47.0,13.58,12.632048136394985,0.9479518636050148
2014ZAKR01,power_law,48.0,13.66,12.598511592087666,1.061488407912334
2014ZAKR01,power_law,49.0,13.84,12.565871464013131,1.2741285359868684
2014ZAKR01,power_law,50.0,19.74,12.534086217354147,7.205913782645851
2014ZAKR01,power_law,51.0,12.09,12.503117023940487,-0.41311702394048666
2014ZAKR01,power_law,52.0,11.9,12.472927536869957,-0.5729275368699565
2014ZAKR01,power_law,53.0,11.1,12.443483687821633,-1.3434836878216334
2014ZAKR01,power_law,54.0,13.37,12.414753504396012,0.955246495603987
2014ZAKR01,power_law,55.0,12.79,12.386706945173017,0.40329305482698175
2014ZAKR01,power_law,56.0,11.09,12.359315750481613,-1.2693157504816135
2014ZAKR01,power_law,57.0,12.67,12.332553307133434,0.3374466928665658
2014ZAKR01,power_law,58.0,14.41,12.306394525594179,2.1036054744058212
2014ZAKR01,power_law,59.0,11.52,12.280815728256492,-0.7608157282564925
2014ZAKR01,power_law,60.0,13.12,12.255794547641614,0.8642054523583855
2014ZAKR01,power_law,61.0,9.79,12.231309833498315,-2.441309833498316
2014ZAKR01,power_law,62.0,12.27,12.20734156788972,0.062658432110279
2014ZAKR01,power_law,63.0,10.53,12.183870787464645,-1.6538707874646459
2014ZAKR01,power_law,64.0,12.13,12.160879512202222,-0.030879512202220738
2014ZAKR01,power_law,65.0,10.57,12.138350679998926,-1.5683506799989253
2014ZAKR01,power_law,66.0,10.94,12.116268086537223,-1.176268086537224
2014ZAKR01,power_law,67.0,11.76,12.09461632993655,-0.33461632993654966
2014ZAKR01,power_law,68.0,13.96,12.073380759741205,1.8866192402587956
2014ZAKR01,power_law,69.0,11.05,12.052547429847088,-1.0025474298470876
2014ZAKR01,power_law,70.0,11.14,12.03210305501094,-0.8921030550109386
2014ZAKR01,power_law,71.0,10.38,12.012034970622615,-1.6320349706226143
2014ZAKR01,power_law,72.0,11.41,11.992331095453434,-0.5823310954534335
2014ZAKR01,power_law,73.0,10.81,11.97297989712245,-1.1629798971224492
2014ZAKR01,power_law,74.0,10.36,11.95397036004821,-1.5939703600482105
