solver_id,model,solve_number,solve_time_s,predicted,residual
2010AMBR01,power_law,1.0,23.31,28.756867798706644,-5.446867798706645
2010AMBR01,power_law,2.0,26.55,25.577576525962108,0.9724234740378925
2010AMBR01,power_law,3.0,25.97,23.955120261549766,2.014879738450233
2010AMBR01,power_law,4.0,27.11,22.898649638711575,4.211350361288424
2010AMBR01,power_law,5.0,21.69,22.129362108341624,-0.4393621083416228
2010AMBR01,power_law,6.0,22.53,21.53153938134588,0.9984606186541214
2010AMBR01,power_law,7.0,24.88,21.046676528997263,3.8333234710027355
2010AMBR01,power_law,8.0,30.38,20.64133860566534,9.73866139433466
2010AMBR01,power_law,9.0,19.47,20.29473732577255,-0.8247373257725528
2010AMBR01,power_law,10.0,36.34,19.99312336763351,16.346876632366495
2010AMBR01,power_law,11.0,13.85,19.726961775946247,-5.876961775946247
2010AMBR01,power_law,12.0,16.89,19.489387396384856,-2.5993873963848557
2010AMBR01,power_law,13.0,14.11,19.27530437411716,-5.165304374117159
2010AMBR01,power_law,14.0,21.76,19.080833407349303,2.6791665926506987
2010AMBR01,power_law,15.0,16.73,18.902957783606908,-2.1729577836069076
2010AMBR01,power_law,16.0,17.11,18.739288525776125,-1.6292885257761256
2010AMBR01,power_law,17.0,16.18,18.587903794244205,-2.4079037942442056
2010AMBR01,power_law,18.0,15.9,18.447236175675243,-2.547236175675243
2010AMBR01,power_law,19.0,14.96,18.315991769664492,-3.3559917696644916
2010AMBR01,power_law,20.0,18.04,18.193090936151087,-0.15309093615108793
2010AMBR01,power_law,21.0,12.69,18.077624133976776,-5.387624133976777
2010AMBR01,power_law,22.0,15.91,17.968818485735156,-2.0588184857351557
2010AMBR01,power_law,23.0,14.44,17.866012103968057,-3.4260121039680573
2010AMBR01,power_law,24.0,17.0,17.76863412433832,-0.7686341243383197
2010AMBR01,power_law,25.0,14.31,17.676188996650176,-3.366188996650175
2010AMBR01,power_law,26.0,17.15,17.58824399482317,-0.43824399482317133
2010AMBR01,power_law,27.0,13.57,17.504419189958554,-3.934419189958554
2010AMBR01,power_law,28.0,19.45,17.42437932909398,2.0256206709060187
2010AMBR01,power_law,29.0,18.81,17.347827203471574,1.4621727965284244
2010AMBR01,power_law,30.0,18.47,17.274498192025774,1.1955018079742246
2010AMBR01,power_law,31.0,17.19,17.204155740221744,-0.014155740221742263
2010AMBR01,power_law,32.0,16.25,17.136587589377303,-0.886587589377303
2010AMBR01,power_law,33.0,13.32,17.07160261269088,-3.7516026126908812
2010AMBR01,power_law,34.0,17.33,17.009028145202826,0.32097185479717183
2010AMBR01,power_law,35.0,17.59,16.948707718533488,0.6412922814665123
2010AMBR01,power_law,36.0,15.66,16.890499129387116,-1.2304991293871161
2010AMBR01,power_law,37.0,17.02,16.83427278486847,0.18572721513152857
2010AMBR01,power_law,38.0,13.8,16.779910278633622,-2.9799102786336213
2010AMBR01,power_law,39.0,14.77,16.727303160526937,-1.957303160526937
2010AMBR01,power_law,40.0,14.11,16.676351869189638,-2.5663518691896385
2010AMBR01,power_law,41.0,19.69,16.626964802570676,3.0630351974293255
2010AMBR01,power_law,42.0,16.97,16.57905750563717,0.3909424943628288
2010AMBR01,power_law,43.0,18.46,16.532551958102474,1.9274480418975273
2010AMBR01,power_law,44.0,16.71,16.487375947845333,0.22262405215466785
2010AMBR01,power_law,45.0,14.78,16.443462518020866,-1.6634625180208662
2010AMBR01,power_law,46.0,19.38,16.400749477770738,2.979250522229261
2010AMBR01,power_law,47.0,13.08,16.359178968008887,-3.279178968008887
2010AMBR01,power_law,48.0,26.95,16.318697075056775,10.631302924943224
2010AMBR01,power_law,49.0,14.3,16.279253485979257,-1.9792534859792568
2010AMBR01,power_law,50.0,18.99,16.24080118037038,2.749198819629619
2010AMBR01,power_law,51.0,16.12,16.20329615409025,-0.08329615409024882
2010AMBR01,power_law,52.0,17.23,16.166697171085854,1.0633028289141464
2010AMBR01,power_law,53.0,16.18,16.13096553996131,0.0490344600386905
2010AMBR01,power_law,54.0,17.15,16.096064912413784,1.0539350875862148
2010AMBR01,power_law,55.0,18.64,16.061961101034072,2.5780388989659286
2010AMBR01,power_law,56.0,14.18,16.028621914296536,-1.8486219142965368
2010AMBR01,power_law,57.0,20.18,15.9960170068418,4.1839829931581995
