solver_id,n_solves,n_competitions,career_years,last_avg_s,preferred_model,aicc_preferred_model,consensus_model,consensus_type,clear_discrimination,hybrid_w,effect_pct,effect_vs,runs_z,runs_p,hetero_rho,hetero_p,hetero_decreasing,n_outliers,pct_outliers,bic_power_law,aicc_power_law,rss_power_law,r2_power_law,adj_r2_power_law,mae_power_law,med_ae_power_law,max_rel_se_power_law,params_ident_power_law,bic_exponential,aicc_exponential,rss_exponential,r2_exponential,adj_r2_exponential,mae_exponential,med_ae_exponential,max_rel_se_exponential,params_ident_exponential,bic_hybrid,aicc_hybrid,rss_hybrid,r2_hybrid,adj_r2_hybrid,mae_hybrid,med_ae_hybrid,max_rel_se_hybrid,params_ident_hybrid,cv_preferred,outlier_preferred,smooth_preferred,w_profile_best,w_profile_identifiable,w_profile_rss_range_pct,boundary_warnings,asymptote_warnings,se_warnings,params_power_law,param_se_power_law,params_exponential,param_se_exponential,params_hybrid,param_se_hybrid,skill_tier
2010THOM03,2848,200,15.926078028747433,9.354166666666666,power_law,power_law,hybrid,consensus,True,0.9999981992629151,0.0,power_law,-1.5673560306114762,0.11703149539559589,-0.09829207104872797,1.4726420641351558e-07,True,57,2.0014044943820224,3673.7600153175313,3655.905337318501,10259.272345905065,0.3652789448225493,0.364609407844514,1.2820887737368805,1.0122861491154551,0.053632211577493455,True,3699.4878811645103,3681.63320316548,10352.37100967977,0.35951911311964324,0.3588435003697694,1.2813043973849172,1.0197666106455614,0.050328938902976586,True,3697.62313262759,3661.926466046253,10259.27234767905,0.3652789447127962,0.36393845673964476,1.2820905824887519,1.0122893924111147,267421065705.17087,False,hybrid,hybrid,hybrid,0.8548275862068965,True,2.502944140677868,hybrid: param(s) ['w'] hit UPPER bound; hybrid: param(s) ['g'] hit LOWER bound,,hybrid: max_rel_SE=267421065705x (>100.0x),"{""a"": 26.277740826656817, ""b"": 0.3274842690405705, ""c"": 6.788460018569936}","{""a"": 1.0066234998898156, ""b"": 0.017563705605484665, ""c"": 0.2567924300565014}","{""a"": 9.758038498884247, ""b"": 0.007356447884927859, ""c"": 9.20376840338257}","{""a"": 0.3296449834576242, ""b"": 0.00037024221614346555, ""c"": 0.03973866562280152}","{""w"": 0.9999981992629151, ""a"": 26.27863029668184, ""b"": 0.3275035017691867, ""d"": 5.695178152408172, ""g"": 1.0000000017692606e-08, ""c"": 6.788740000876195}","{""w"": 481498.7028600431, ""a"": 12653149.146216778, ""b"": 0.02914098874139264, ""d"": 9551299.860042723, ""g"": 2674.210661783084, ""c"": 2742223.1259312625}",T2_mid
2016KELL12,2774,205,9.752224503764545,10.083333333333334,hybrid,hybrid,hybrid,consensus,False,0.8939355021564126,0.9655703978465942,power_law,-0.5990686445794211,0.5491271099510253,-0.14117695889257123,8.037433038937965e-14,True,76,2.73972602739726,3458.992216273097,3441.2167437304,9570.154971918626,0.542973747920287,0.5424787736400563,1.348535362766722,1.0800330753355354,0.03255451190298883,True,3947.3758643208166,3929.60039177812,11412.473802555189,0.45499313812114317,0.45440287798192425,1.395132244537555,1.065711938570669,0.04202224799234971,True,3455.8612781118877,3420.3233622948574,9477.748388481736,0.5473866581207565,0.5464052052652179,1.3368224408210718,1.0532213406562487,672069.3839222173,False,exponential,hybrid,hybrid,0.21275862068965518,False,0.9749848195929776,,,hybrid: max_rel_SE=672069x (>100.0x),"{""a"": 39.414956304376254, ""b"": 0.3696306838730945, ""c"": 6.396991829830849}","{""a"": 1.082089279149184, ""b"": 0.012033146497856556, ""c"": 0.1966983559933376}","{""a"": 11.198977441306907, ""b"": 0.005719238016407446, ""c"": 9.015731930159482}","{""a"": 0.3087167313731388, ""b"": 0.00024033523825274793, ""c"": 0.04455573287171517}","{""w"": 0.8939355021564126, ""a"": 39.76658110252074, ""b"": 0.4877296974956313, ""d"": 29.499919557161213, ""g"": 0.003182872256940032, ""c"": 7.9316344948585}","{""w"": 71282.70111077013, ""a"": 3170999.736999214, ""b"": 0.04189025275704058, ""d"": 19825992.762536306, ""g"": 0.0003951189225508412, ""c"": 0.2884640561250132}",T2_mid
2014PETE03,2771,212,12.093086926762492,10.2475,hybrid,hybrid,hybrid,consensus,True,0.7938119621231745,3.3040948345991215,power_law,-0.8303022227230582,0.4063679316959816,-0.014985643313724116,0.43038269907854365,False,59,2.1291952363767592,4112.460917613909,4094.6887006330967,12118.501771840449,0.36208506101252336,0.3613934293475568,1.4123313633726045,1.0856109912520022,0.03932518550420881,True,4497.566038857293,4479.793821876481,13925.341422922285,0.26697346821989587,0.26617871592667564,1.4352340155791679,1.0969611922799167,0.06427513882316628,True,4043.138618515876,4007.6072279847585,11718.094980766266,0.38316237556074473,0.3818233647985756,1.3873686738880557,1.06667218826607,761900.6311268014,False,power_law,hybrid,hybrid,0.14517241379310344,False,2.867668347042924e-08,,,hybrid: max_rel_SE=761901x (>100.0x),"{""a"": 34.43708303723503, ""b"": 0.43456191298142915, ""c"": 9.24821465720981}","{""a"": 1.3542446786631102, ""b"": 0.016872283262992758, ""c"": 0.1575147875077922}","{""a"": 7.287076686760292, ""b"": 0.004346893226105875, ""c"": 10.573000150316346}","{""a"": 0.2970508410125684, ""b"": 0.0002793971655574362, ""c"": 0.05213426840598841}","{""w"": 0.7938119621231745, ""a"": 51.46552555720596, ""b"": 0.9869086651659151, ""d"": 21.125745588492247, ""g"": 0.0023458633910144184, ""c"": 10.376706142249102}","{""w"": 157094.79605364293, ""a"": 10184989.109742675, ""b"": 0.06961281564853303, ""d"": 16095718.896896483, ""g"": 0.00023069481943344415, ""c"": 0.06630762543575389}",T2_mid
2011WELC01,2616,196,14.584531143052704,10.336666666666666,power_law,hybrid,hybrid,consensus,True,0.858759627091637,0.0,power_law,-0.6713302612241869,0.5020101609201337,-0.12306685060812711,2.693014147451954e-10,True,32,1.2232415902140672,4368.328780282101,4350.7297635057785,13769.724999104408,0.32210863171496373,0.32133004285399314,1.380788795752364,1.111689898055218,0.07457591665693422,True,4520.170692555731,4502.571675779408,14592.619482070475,0.2815970697884651,0.2807719515684671,1.4089228942729353,1.1346596135360016,0.06432264299131873,True,4378.589063832172,4343.404849800481,13699.64506748616,0.3255587064795,0.32400767245837203,1.3758787059471504,1.11144951105942,838943.3301551753,False,hybrid,hybrid,hybrid,0.07758620689655171,False,0.5115753046619956,,,hybrid: max_rel_SE=838943x (>100.0x),"{""a"": 26.428877188337484, ""b"": 0.2848466030572177, ""c"": 7.5084307318069365}","{""a"": 1.0709531107543255, ""b"": 0.021242696529605892, ""c"": 0.44360590923473076}","{""a"": 7.523742875365972, ""b"": 0.003982390788399084, ""c"": 10.707439976485086}","{""a"": 0.2994549613405638, ""b"": 0.0002561579009341106, ""c"": 0.05885438838708757}","{""w"": 0.858759627091637, ""a"": 26.93071256978985, ""b"": 0.5110921299487579, ""d"": 23.13938716076345, ""g"": 0.0023747165793303556, ""c"": 10.06943607029194}","{""w"": 118492.66898467594, ""a"": 3715931.569641548, ""b"": 0.0851777275775849, ""d"": 19412634.522400796, ""g"": 0.000338760829553875, ""c"": 0.3198295699609695}",T2_mid
2014GOSL01,2411,187,12.016427104722792,10.509166666666667,power_law,power_law,power_law,bic_only,True,0.7607790716576135,0.0,power_law,-0.5555033516501243,0.5785504182515514,-0.07324903044321358,0.0003186579207633842,True,29,1.2028204064703443,2367.2809730586023,2349.927553342214,6373.941997997096,0.23065923761126184,0.2297003583893399,1.1651621455828096,0.913421128813491,0.10048229480794428,True,2445.270176065715,2427.916756349327,6583.492365871919,0.20536631216099643,0.2043759087278776,1.1775062021545903,0.9173848372935662,0.08171567555220442,True,2390.644831946274,2355.952992440914,6373.943235914379,0.23065908819348768,0.2287389361673483,1.1651636252300266,0.9134339448705635,2079422.7631225456,False,exponential,power_law,hybrid,0.07758620689655171,False,0.18218424326327873,hybrid: param(s) ['g'] hit LOWER bound,,hybrid: max_rel_SE=2079423x (>100.0x),"{""a"": 14.505707745287468, ""b"": 0.2811704077691295, ""c"": 9.230211925354338}","{""a"": 0.7491692532281593, ""b"": 0.028252647804727575, ""c"": 0.34012186721927573}","{""a"": 4.569585026416102, ""b"": 0.005114844176644544, ""c"": 11.114840345461177}","{""a"": 0.23772356541613443, ""b"": 0.0004179629472387677, ""c"": 0.04096681557939469}","{""w"": 0.7607790716576135, ""a"": 19.066828758754422, ""b"": 0.28117352885824154, ""d"": 4.263207829621889, ""g"": 1.000000595173156e-08, ""c"": 8.21044095481276}","{""w"": 450133.1182262301, ""a"": 11281344.855454864, ""b"": 0.04847120872563756, ""d"": 2679322.736816918, ""g"": 0.02079424000739154, ""c"": 2120468.8072688244}",T2_mid
2011GROG02,2380,179,14.507871321013004,9.543333333333333,power_law,power_law,power_law,consensus,True,0.7708624810392476,0.0,power_law,-0.24197721192610078,0.8087978208374315,-0.08144323101224347,6.957054050517317e-05,True,38,1.596638655462185,2111.7440799928527,2094.4296137029573,5723.5410463079725,0.2304211084816492,0.22944941796205542,1.1349649343129278,0.9061453574964125,0.101184243720578,True,2230.9383885078414,2213.623922217946,6017.484531726617,0.1908979007598418,0.1898763072001951,1.1610728411884288,0.9203473504537625,0.08665166028582633,True,2135.0688720965413,2100.455135726637,5723.541586926973,0.2304210357908154,0.22847519770179092,1.1349674803824275,0.9061673658965104,2084035.2692539534,False,power_law,power_law,hybrid,0.3479310344827586,False,0.03729454328878239,hybrid: param(s) ['g'] hit LOWER bound,,hybrid: max_rel_SE=2084035x (>100.0x),"{""a"": 13.788106756694381, ""b"": 0.2815718547717857, ""c"": 7.974930550629152}","{""a"": 0.715648501974352, ""b"": 0.028490635178083555, ""c"": 0.3259751773083665}","{""a"": 4.002407952360496, ""b"": 0.0045869579363896065, ""c"": 9.754114663386224}","{""a"": 0.21651168221600306, ""b"": 0.00039746752084940715, ""c"": 0.040967869645685356}","{""w"": 0.7708624810392476, ""a"": 17.88647044633273, ""b"": 0.28157591744136745, ""d"": 4.111177855596134, ""g"": 1.0000003255047043e-08, ""c"": 7.03300839271769}","{""w"": 446661.18480788067, ""a"": 10363965.383236513, ""b"": 0.048752909370921416, ""d"": 2535055.123492895, ""g"": 0.020840359476172375, ""c"": 1962985.8797035003}",T2_mid
2006HALC01,2260,171,15.526351813826146,10.481666666666667,power_law,power_law,power_law,consensus,True,0.9787936791090218,0.0,power_law,-0.7867812852021677,0.43140991077923874,-0.083853228392974,6.575031659698837e-05,True,23,1.0176991150442478,4067.1118803223812,4049.9531583434546,13527.435881354144,0.22776902888176065,0.22674212599463528,1.3240662665345766,1.0407310567131551,1.5582020046824379,True,4130.451551432878,4113.292829453951,13911.92399538669,0.2058200333524577,0.20476394297127742,1.356116347504816,1.059968414219501,0.09485499872802987,True,4088.2129150708142,4053.911478139054,13515.061393840631,0.2284754423213411,0.22642078304656432,1.3236025968411738,1.0332311063122148,1027025.6158052438,False,power_law,power_law,hybrid,0.6520689655172414,False,5.341184391157851e-07,power_law: param(s) ['c'] hit LOWER bound; hybrid: param(s) ['c'] hit LOWER bound,,hybrid: max_rel_SE=1027026x (>100.0x),"{""a"": 21.45150004718785, ""b"": 0.12488180474811358, ""c"": 2.000000000000009}","{""a"": 2.178836236587655, ""b"": 0.03607014588620039, ""c"": 3.1164040093648895}","{""a"": 5.255572719102923, ""b"": 0.0024536114158318677, ""c"": 10.395468750456864}","{""a"": 0.24676846012142029, ""b"": 0.0002327373077278114, ""c"": 0.0932006010764795}","{""w"": 0.9787936791090218, ""a"": 19.952220104102995, ""b"": 0.12769763626820463, ""d"": 59.1924288947582, ""g"": 0.0002170851134369886, ""c"": 2.0001395131253727}","{""w"": 21779.43972069682, ""a"": 443962.85014817986, ""b"": 0.1265809701650089, ""d"": 60792140.73664715, ""g"": 0.0025868848147017243, ""c"": 19.68863061564566}",T2_mid
2005AKKE01,2254,167,20.583162217659137,9.4475,hybrid,hybrid,hybrid,consensus,True,0.8397720763506068,1.7298763559575963,power_law,-0.33607903732860506,0.7368112657545893,-0.1431018818604648,8.77200710678609e-12,True,57,2.528837622005324,5147.934712659317,5130.783994242184,21896.82025156186,0.3059307527753121,0.30500532711234585,1.5592412967134657,1.107219157025857,0.13598294702458574,True,5341.0610554702735,5323.910337053141,23855.69659050538,0.2438397363465773,0.24283152266170616,1.6430464867528447,1.1628329353242899,0.08379134856055566,True,5131.763492535434,5097.478105545406,21518.032335323558,0.31793729257702485,0.3161160303409154,1.555783698042705,1.11905774594055,1063824.8708442594,False,hybrid,power_law,hybrid,0.8886206896551724,True,1.313883026950034,,,hybrid: max_rel_SE=1063825x (>100.0x),"{""a"": 32.58600959988536, ""b"": 0.266099592532143, ""c"": 5.638389797737243}","{""a"": 1.3518213995033923, ""b"": 0.02468604090413278, ""c"": 0.7667248611696682}","{""a"": 7.788355008672543, ""b"": 0.0025959077695690874, ""c"": 9.992443773694438}","{""a"": 0.3327466738778007, ""b"": 0.000217514612751018, ""c"": 0.1171770188861087}","{""w"": 0.8397720763506068, ""a"": 41.85279492106255, ""b"": 0.5661649085755524, ""d"": 32.49551711101212, ""g"": 0.0004994227390816817, ""c"": 7.197517286652873}","{""w"": 170454.45171199815, ""a"": 8495156.546738485, ""b"": 0.0648271690123135, ""d"": 34569539.29363989, ""g"": 0.00032174167517506604, ""c"": 1.9129171158714842}",T2_mid
2009PROV01,3760,282,16.476386036960985,11.886666666666665,hybrid,hybrid,hybrid,consensus,True,0.6829907383090568,1.5345478122016702,power_law,0.4268467633591695,0.669490943230385,-0.111462422131196,7.189364022566908e-12,True,69,1.8351063829787233,5378.066936161424,5359.37680322863,15614.308171651519,0.5338924556399409,0.5335201652690463,1.4025406141228267,1.0906544963067928,0.03506935194047846,True,6123.806136198809,6105.1160032660155,19039.629649850995,0.43164212438633054,0.43118816442178287,1.5591811215879634,1.2127790626855726,0.037654565095291276,True,5344.6171699466395,5307.2465066226605,15374.699147213014,0.5410450987644252,0.5403113579151277,1.394683481250896,1.0875507769490076,961307.6454289729,False,power_law,power_law,hybrid,0.21275862068965518,True,1.553924594368074,hybrid: param(s) ['c'] hit LOWER bound,,hybrid: max_rel_SE=961308x (>100.0x),"{""a"": 41.37557680319208, ""b"": 0.3046518345040668, ""c"": 7.956366264152484}","{""a"": 1.0082103370222493, ""b"": 0.010683942403535516, ""c"": 0.27235586726530797}","{""a"": 13.358157555229182, ""b"": 0.005547756801135655, ""c"": 12.153823002515706}","{""a"": 0.33721886409062996, ""b"": 0.00020889836960120742, ""c"": 0.0408360972150391}","{""w"": 0.6829907383090568, ""a"": 42.64404457288183, ""b"": 0.13958667825610765, ""d"": 41.96349993662882, ""g"": 0.05042849536444868, ""c"": 2.0000000001225264}","{""w"": 304743.43070867157, ""a"": 19027333.293116502, ""b"": 0.036789807264371206, ""d"": 40339833.31803951, ""g"": 0.005425460053274235, ""c"": 3.032784170170098}",T3_mid
2012CANT02,2949,209,14.160164271047227,10.844166666666666,power_law,power_law,hybrid,consensus,True,0.9977261988701032,0.0,power_law,-0.4644326608046356,0.6423377946066027,-0.13956929976423005,2.670910615505874e-14,True,40,1.356391997287216,2948.6035531340276,2930.6440383133545,7950.257423897284,0.5099618220412895,0.5094626320467646,1.2103708956382815,0.943703523869786,0.050455016676908444,True,3104.0126014819843,3086.053086661311,8380.463354605483,0.48344477747395365,0.4829185752099203,1.2378538206355814,0.9761589126469659,0.0383916997090796,True,2972.5713441153325,2936.6645676678795,7950.257765617793,0.5099618009783118,0.508962402883774,1.2103732644275211,0.9437221568230321,48197763.04671824,False,hybrid,hybrid,hybrid,0.21275862068965518,True,2.320409474779331,hybrid: param(s) ['g'] hit LOWER bound,,hybrid: max_rel_SE=48197763x (>100.0x),"{""a"": 28.21246133787675, ""b"": 0.2686718548356069, ""c"": 6.8314618004205}","{""a"": 0.7193846614834236, ""b"": 0.013555842916346471, ""c"": 0.3354589768867709}","{""a"": 10.40128816656762, ""b"": 0.006091685946588464, ""c"": 10.756157679700987}","{""a"": 0.26489160519052585, ""b"": 0.00023387017758344462, ""c"": 0.035226996653119055}","{""w"": 0.9977261988701032, ""a"": 28.276764277766922, ""b"": 0.26867222749361197, ""d"": 34.28972376170595, ""g"": 1.00000372195291e-08, ""c"": 6.7535234177166}","{""w"": 108962.39006310004, ""a"": 3088125.6364048296, ""b"": 0.023135898180716683, ""d"": 19541416.815091796, ""g"": 0.48197942436522667, ""c"": 3758014.4261352504}",T3_mid
2010RONK01,2922,224,16.268309377138944,11.636666666666665,hybrid,hybrid,hybrid,consensus,True,0.8212687071518266,2.051046678199024,power_law,-0.645639221478574,0.5185130304471143,-0.06751561588686747,0.00026000497242638284,True,46,1.5742642026009583,7248.4632049928905,7230.531359027474,34630.21639047608,0.3193462425186935,0.31864646141093345,1.49741636497581,1.1159064263617111,0.05204433362458105,True,7289.644353455352,7271.712507489935,35121.73209918164,0.3096855459114516,0.30897583262760453,1.533333580184317,1.1264134940112092,0.05552239118635046,True,7211.848544025395,7175.997218938084,33919.93448754609,0.33330676880155063,0.3319345014303017,1.4757075531743218,1.0884273331268846,988789.1624679572,False,hybrid,hybrid,hybrid,0.1789655172413793,True,2.0940570981878426,,,hybrid: max_rel_SE=988789x (>100.0x),"{""a"": 45.76045151378102, ""b"": 0.35856040273528217, ""c"": 7.951597847272266}","{""a"": 1.9587592569490184, ""b"": 0.01866103722451917, ""c"": 0.3767645840635995}","{""a"": 16.532950501318254, ""b"": 0.007856270623932357, ""c"": 11.298709223645949}","{""a"": 0.6197705187138519, ""b"": 0.00043619893084780595, ""c"": 0.07061642286108452}","{""w"": 0.8212687071518266, ""a"": 37.735724395902395, ""b"": 0.5814952481059017, ""d"": 51.57090400921442, ""g"": 0.005868932287805149, ""c"": 10.784752810875522}","{""w"": 176727.56421360793, ""a"": 8120293.318860844, ""b"": 0.09025283990682241, ""d"": 50992750.98298655, ""g"": 0.0005851624500706854, ""c"": 0.2922032478881578}",T3_mid
2012ICKL01,2699,205,14.124572210814511,10.615,hybrid,hybrid,hybrid,consensus,True,0.7765775607828193,1.2873692104269077,power_law,-0.9958860710293975,0.31930550381075795,-0.11943515001681945,4.837121570242264e-10,True,39,1.4449796220822526,2680.095504941626,2662.402500482906,7221.735784736266,0.4388247311886161,0.4382000462882695,1.172930741945112,0.9173471614059014,0.057986251654417655,True,2903.8255869804334,2886.132582521713,7845.883757170769,0.3903244236933865,0.3896457495824701,1.2223563982094843,0.9832671830259869,0.048458201329648114,True,2668.8257262878674,2633.453110175881,7128.76538178519,0.44604912881582426,0.44481446862744933,1.1723935394820866,0.9196459893524871,779077.1583028284,False,hybrid,power_law,hybrid,0.11137931034482758,True,1.304186850679342,,,hybrid: max_rel_SE=779077x (>100.0x),"{""a"": 24.241020176581667, ""b"": 0.28112656330447683, ""c"": 7.374069801884754}","{""a"": 0.7530293971534154, ""b"": 0.01630147564651497, ""c"": 0.31934490669005267}","{""a"": 9.02503720371802, ""b"": 0.007223579053270712, ""c"": 10.56396120319524}","{""a"": 0.2920874343248667, ""b"": 0.0003500416480840211, ""c"": 0.03683167045519411}","{""w"": 0.7765775607828193, ""a"": 22.356543743878085, ""b"": 0.14247481183567093, ""d"": 27.045709631938543, ""g"": 0.029322735214833365, ""c"": 4.384382391181296}","{""w"": 174063.3184601753, ""a"": 5011030.976420033, ""b"": 0.05526722976512783, ""d"": 21070694.604334116, ""g"": 0.004564781930290102, ""c"": 2.6867618974523584}",T3_mid
2009HILD01,2612,218,17.14715947980835,11.695833333333333,power_law,power_law,hybrid,consensus,True,0.9737894169412038,0.0,power_law,-4.293234149871147,1.7608912970875347e-05,-0.06222558246947057,0.0014637825210063158,True,34,1.3016845329249618,3263.476534544574,3245.8821225273728,9029.494170172387,0.4283185477543744,0.42766093872188327,1.4104762084403735,1.1269259662737339,0.06657559904102596,True,3309.9706148558485,3292.3762028386473,9191.65983434384,0.4180514053596036,0.4173819859639283,1.414258741983591,1.1391002950918274,0.04671001747161129,True,3287.0807874756665,3251.9058042146703,9029.496377282143,0.42831840801634635,0.4270016749829867,1.4104785676919405,1.1269246914087674,6823534.900880642,False,hybrid,exponential,hybrid,0.07758620689655171,True,2.2446151437110204,hybrid: param(s) ['g'] hit LOWER bound,,hybrid: max_rel_SE=6823535x (>100.0x),"{""a"": 26.084975354736727, ""b"": 0.26093439708049154, ""c"": 8.229414083577204}","{""a"": 0.7882372184426061, ""b"": 0.01737186379604266, ""c"": 0.43618147924003475}","{""a"": 9.525701498616334, ""b"": 0.005951510498240781, ""c"": 12.140833273294115}","{""a"": 0.29133610142960886, ""b"": 0.0002779951593553049, ""c"": 0.042615712632597405}","{""w"": 0.9737894169412038, ""a"": 26.78708580781209, ""b"": 0.2609360075176713, ""d"": 21.356133747928997, ""g"": 1.0000001939885877e-08, ""c"": 7.669734123774117}","{""w"": 168470.51444015748, ""a"": 4634301.889976464, ""b"": 0.030029995084247075, ""d"": 14557057.054734474, ""g"": 0.06823536224568541, ""c"": 3818826.26906853}",T3_mid
2011SZAT01,2470,195,15.342915811088295,11.1425,power_law,hybrid,power_law,consensus,True,0.9345829628080261,0.0,power_law,-2.7865616063113077,0.005327049133761843,-0.17301644984287715,4.7262324155262935e-18,True,43,1.7408906882591093,7709.7620732620235,7692.335885333255,55483.800045191456,0.11286216093385382,0.11178291782063465,1.6586967715100838,1.1607505955021766,0.33982018292714994,True,7719.754895987026,7702.328708058258,55708.72426954239,0.10926581767362664,0.10818219944695229,1.6978462761678368,1.1999083503974708,0.11704148916463233,True,7726.753687852102,7691.915952024675,55339.229786571574,0.1151737139767387,0.11301822972333253,1.6555112757276687,1.1686810663554974,1507274.0187263452,False,power_law,power_law,hybrid,0.41551724137931034,False,0.5569995236061225,,,hybrid: max_rel_SE=1507274x (>100.0x),"{""a"": 25.955896168158, ""b"": 0.20776049636842756, ""c"": 5.583425553794225}","{""a"": 1.5282396106745944, ""b"": 0.046449525881150144, ""c"": 1.897360693050477}","{""a"": 9.147362758117604, ""b"": 0.005129283556470248, ""c"": 11.320617278701711}","{""a"": 0.6841758944174322, ""b"": 0.0006003389857969393, ""c"": 0.11558568909299317}","{""w"": 0.9345829628080261, ""a"": 17.91891092875853, ""b"": 0.20462484152283011, ""d"": 58.97191225844548, ""g"": 0.006250127877013866, ""c"": 7.538766248692734}","{""w"": 98601.40101084147, ""a"": 1890500.6380869017, ""b"": 0.11198830005618082, ""d"": 88886831.18176453, ""g"": 0.003005320516786664, ""c"": 3.320024368019122}",T3_mid
2010BENT01,2466,196,16.28747433264887,11.490833333333333,hybrid,hybrid,hybrid,consensus,True,0.9281047123271075,3.4662533800120223,power_law,-1.972238581312297,0.048582377273236714,-0.16923942494188715,2.6492758696634727e-17,True,35,1.419302514193025,4104.2581359278565,4086.836826048901,12902.666736664867,0.5735898071661314,0.57307021716674,1.4311838041486136,1.082533162819285,0.5755668394295866,True,4126.9132140653355,4109.49190418638,13021.749368808769,0.5696543379199674,0.5691299524665799,1.4440216672989796,1.0625518588480922,0.036792160112873194,True,4040.6947979230927,4005.866842048482,12455.427614793534,0.5883702648879512,0.5873658816383895,1.4090650696276767,1.0580475913243497,746247.1564404829,False,hybrid,hybrid,hybrid,0.5844827586206897,False,4.8768388964782506e-08,power_law: param(s) ['c'] hit LOWER bound; hybrid: param(s) ['c'] hit LOWER bound,,hybrid: max_rel_SE=746247x (>100.0x),"{""a"": 39.9302846832987, ""b"": 0.18722714327523807, ""c"": 2.0000000000000004}","{""a"": 0.7071479956845546, ""b"": 0.014920400644681678, ""c"": 1.1511336788591735}","{""a"": 12.450672767552412, ""b"": 0.003418656436696132, ""c"": 11.88923621851618}","{""a"": 0.2698039910450259, ""b"": 0.00012577975498982862, ""c"": 0.06375379392068052}","{""w"": 0.9281047123271075, ""a"": 27.82455399054139, ""b"": 0.12939642772712992, ""d"": 78.22407789731714, ""g"": 0.003983349859817312, ""c"": 2.0000000557321536}","{""w"": 53651.653826279224, ""a"": 1608475.0530666588, ""b"": 0.047275615288655204, ""d"": 58374495.696051754, ""g"": 0.0006149343992074357, ""c"": 5.140762412097376}",T3_mid
2013TOKA01,2450,194,12.49555099247091,11.458333333333334,power_law,power_law,power_law,bic_only,True,0.9944272818229942,0.0,power_law,-1.5594842902795845,0.1188817999510661,-0.00791419231033132,0.6953990485782138,False,59,2.4081632653061225,3937.8259656809037,3920.424247708145,12107.29547126542,0.21748446225027085,0.21652471302163256,1.4209076646570555,1.106362951030646,0.05668508651463312,True,4038.0896044016067,4020.687886428848,12613.051820474659,0.18479655085741842,0.18379671015936938,1.4642634565528878,1.1390426102342506,0.08497650808826109,True,3961.2375945183003,3926.4489186512224,12107.295960137168,0.21748443065364054,0.21556257497780007,1.4209121097987294,1.1063628461504509,92998414.75490786,False,exponential,exponential,hybrid,0.04379310344827586,False,0.4233875907564899,hybrid: param(s) ['g'] hit LOWER bound,,hybrid: max_rel_SE=92998415x (>100.0x),"{""a"": 27.998740582365865, ""b"": 0.5144177078672095, ""c"": 9.817345609439583}","{""a"": 1.5871110322121784, ""b"": 0.026014894649415008, ""c"": 0.12874550957132833}","{""a"": 12.21593622209988, ""b"": 0.0246146450610146, ""c"": 10.640957389765749}","{""a"": 0.7302978170413044, ""b"": 0.002091666585116983, ""c"": 0.04746940538301712}","{""w"": 0.9944272818229942, ""a"": 28.155685811529743, ""b"": 0.5144188197852245, ""d"": 18.615670246303736, ""g"": 1.000000429633376e-08, ""c"": 9.713633625216115}","{""w"": 516661.9154530522, ""a"": 14628491.492165362, ""b"": 0.03855677292427022, ""d"": 16973109.094956115, ""g"": 0.9299845471013075, ""c"": 9648045.465085287}",T3_mid
2007GOUL01,2422,177,18.5927446954141,10.899166666666666,hybrid,hybrid,hybrid,consensus,True,0.8436861308853268,1.3432557722642915,power_law,-1.8106567032893481,0.07019400889844286,-0.05297359223389582,0.00912013172322114,True,31,1.2799339388934765,3904.3930035139188,3887.025882299892,12025.085768625424,0.31842283567950513,0.3175772064433755,1.5489264416356305,1.1989319261225777,1.379281276282014,True,3905.7832438987193,3888.4161226846927,12031.990210749384,0.318031494596821,0.3171853798258494,1.5446766465631894,1.1696074784083956,0.061686220053839065,True,3895.0159137353457,3860.2966027993634,11863.558109918631,0.3275781602816755,0.32590754701529456,1.5348435114544987,1.1729098314415278,777428.832918914,False,power_law,hybrid,hybrid,0.5168965517241378,True,1.299596158993838,power_law: param(s) ['c'] hit LOWER bound; hybrid: param(s) ['c'] hit LOWER bound,,hybrid: max_rel_SE=777429x (>100.0x),"{""a"": 24.884466729737504, ""b"": 0.12418580004580071, ""c"": 2.000000000044208}","{""a"": 1.913995734897285, ""b"": 0.027489445599333362, ""c"": 2.7585625526250035}","{""a"": 7.51415975685636, ""b"": 0.003968909234523666, ""c"": 12.0101714820143}","{""a"": 0.2821260493594558, ""b"": 0.0002448270084145408, ""c"": 0.059276313689604065}","{""w"": 0.8436861308853268, ""a"": 20.45570959703912, ""b"": 0.07410156512553602, ""d"": 25.536247427980435, ""g"": 0.00498896110474627, ""c"": 2.0000000045401465}","{""w"": 121522.90951896025, ""a"": 2946400.490191818, ""b"": 0.08954812997832458, ""d"": 19852615.03506345, ""g"": 0.001108381097517795, ""c"": 13.944211017873597}",T3_mid
