solver_id,split_method,n_phases,pref_first,pref_last,ll_pref_first,ll_pref_last,family_changed,ll_family_changed,shape_shift,scale_shift,norm_ks_stat,norm_ks_p,norm_ks_reject,shift_detected,exg_fit_ok_count,mean_first,mean_last,mean_delta,mean_rel_change,std_first,std_last,std_delta,std_rel_change,var_first,var_last,var_delta,var_rel_change,cv_first,cv_last,cv_delta,cv_rel_change,skewness_first,skewness_last,skewness_delta,skewness_rel_change,excess_kurtosis_first,excess_kurtosis_last,excess_kurtosis_delta,excess_kurtosis_rel_change,iqr_first,iqr_last,iqr_delta,iqr_rel_change,p90_p10_ratio_first,p90_p10_ratio_last,p90_p10_ratio_delta,p90_p10_ratio_rel_change,tail_weight_upper_first,tail_weight_upper_last,tail_weight_upper_delta,tail_weight_upper_rel_change
2017GARR05,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,False,True,0.03508771929824561,0.39514680627548726,False,False,3,8.095987795575896,6.206872616323417,-1.889115179252479,-23.33396772515885,2.061837484767264,1.2792450593725,-0.7825924253947638,-37.95606739990476,4.251173813591397,1.636467921928951,-2.6147058916624455,-61.50550427514839,0.2546739862792244,0.20610138767923497,-0.048572598599989414,-19.07246174202278,2.36381004752808,2.419635714549349,0.0558256670212689,2.3616816029548473,17.05644062251795,14.644726723397671,-2.4117138991202793,-14.139608330335518,2.285,1.2699999999999996,-1.0150000000000006,-44.42013129102847,1.8080133555926543,1.5809716599190282,-0.2270416956736261,-12.55752314944617,1.7702407002188183,2.000000000000001,0.2297592997811826,12.97898640296668
2013WALL03,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.03694701730568511,0.39039745383983354,False,True,3,10.126264957264956,8.224474807856533,-1.9017901494084235,-18.780766229546554,2.473194250644861,1.5616995322614615,-0.9114947183833997,-36.854958648951104,6.116689801422797,2.4389054290656675,-3.677784372357129,-60.127037527743255,0.24423558548806293,0.18988440827487593,-0.054351177213186996,-22.253586472493552,1.578684617603029,2.241744555273639,0.6630599376706099,42.0007853549214,4.019533857684058,11.819791035951505,7.800257178267447,194.05875045326115,2.7575000000000003,1.6900000000000004,-1.0675,-38.71260199456028,1.755366492146597,1.506726457399103,-0.24864003474749397,-14.16456539759044,1.9156844968268347,1.6686390532544377,-0.247045443572397,-12.895935838161574
2009LIUE01,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.11215753424657535,8.117105703987614e-07,True,True,3,12.294546232876712,9.132662671232877,-3.161883561643835,-25.717773570110918,3.934743595616112,1.5212448728697885,-2.413498722746324,-61.33814476336703,15.48220716324201,2.314185963232619,-13.168021200009392,-85.05260949661636,0.3200397575547975,0.16657188901343992,-0.1534678685413576,-47.952751156262416,3.8733849115478245,0.7628075116870576,-3.110577399860767,-80.30643664116934,24.49135765181788,1.730076692918729,-22.76128095889915,-92.9359706492616,3.214999999999998,1.8499999999999996,-1.3649999999999984,-42.45723172628303,1.7308325106943074,1.5010819583446036,-0.22975055234970387,-13.273991037846958,2.0558320373250383,1.5729729729729733,-0.48285906435206494,-23.487281819984705
2012MAHV01,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.1459009737230614,3.0716224954885405e-11,True,True,3,10.304969749351772,8.215647668393784,-2.089322080957988,-20.2748977607568,3.6245171882196976,1.378757743904797,-2.2457594443149005,-61.96023712107102,13.137124847700022,1.900972916377446,-11.236151931322576,-85.52976440114857,0.3517251652725808,0.16782094358902247,-0.18390422168355833,-52.28634167846244,4.0590808962814355,1.5869759997546915,-2.4721048965267443,-60.903070416543414,24.720336059925966,5.34395794636756,-19.376378113558406,-78.38234102718924,2.1899999999999995,1.5625,-0.6274999999999995,-28.652968036529664,1.7193390136844824,1.464809384164223,-0.2545296295202595,-14.803923338819116,3.2547945205479527,1.7481599999999993,-1.5066345205479534,-46.28969696969711
2014ZAKR01,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.04722222222222222,0.17984008559670453,False,True,3,10.24622222222222,9.022111111111112,-1.2241111111111085,-11.946950637633359,2.194386043549495,1.5409076158247264,-0.6534784277247685,-29.779556320352125,4.815330108124805,2.3743962805066423,-2.440933827618163,-50.690892894334006,0.2141653768537505,0.17079235633964132,-0.043373020514109184,-20.25211598218689,2.061861577179067,2.12068145873089,0.05881988155182283,2.852756082311654,8.16373839976312,12.607836735007934,4.444098335244814,54.43704976354661,2.33,1.5899999999999999,-0.7400000000000002,-31.759656652360523,1.5758735646376096,1.4487883250769849,-0.12708523956062479,-8.064431208975163,1.76802575107296,1.8333333333333341,0.06530758226037414,3.6938139741879326
2012PARK03,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.14474194691585995,5.92103249523592e-10,True,True,3,8.088840579710146,5.760559845559846,-2.3282807341503,-28.783862300247375,2.853354401933371,0.7438205820295626,-2.1095338199038083,-73.9317141422893,8.141631343032545,0.5532690582507972,-7.588362284781748,-93.2044447244068,0.3527519641184,0.12912296755373326,-0.22362899656466673,-63.39553547874971,3.6220846503442425,1.2482559748820827,-2.3738286754621596,-65.53763659931447,24.380696994935263,3.951290849144449,-20.429406145790814,-83.79336386500651,2.125,0.8899999999999997,-1.2350000000000003,-58.11764705882354,1.894807370184255,1.3501006036217305,-0.5447067665625245,-28.74734261296208,3.1152941176470588,1.6067415730337091,-1.5085525446133496,-48.42408092603275
2015KUCA01,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.05275403969306316,0.11351657518849315,False,True,3,10.255528134254687,7.8015088757396445,-2.454019258515043,-23.92874580801281,2.889808082452412,1.3218644254049479,-1.567943657047464,-54.257708896600555,8.350990753407286,1.747325559151153,-6.603665194256133,-79.07642804611864,0.28178052311124846,0.16943702128129987,-0.1123435018299486,-39.86915085170553,1.825071476220307,1.1734104269104004,-0.6516610493099066,-35.70605632714648,6.399442293655566,2.624004445917743,-3.775437847737823,-58.99635740884496,3.290000000000001,1.5250000000000004,-1.7650000000000006,-53.64741641337386,1.8642375168690961,1.5062992125984256,-0.3579383042706705,-19.20025216914484,1.9075987841945277,1.7488524590163919,-0.1587463251781358,-8.321787919631408
2014SEBA01,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.08805668016194332,0.0009360660681599875,True,True,3,9.648127530364373,6.943582995951417,-2.704544534412957,-28.031807476645334,2.688408574709319,1.0257202556009526,-1.6626883191083666,-61.846563604572005,7.227540664570593,1.0521020427500836,-6.1754386218205095,-85.4431529122003,0.27864563007157805,0.14772204151646456,-0.1309235885551135,-46.985695961383655,4.830469221113326,1.0067442549973444,-3.8237249661159813,-79.15845834195565,42.29126575706298,1.595173910879561,-40.69609184618342,-96.22812445472113,2.352499999999999,1.13,-1.2224999999999993,-51.96599362380445,1.6385345997286298,1.4175559380378662,-0.22097866169076363,-13.486359197258427,1.83634431455898,1.9761061946902654,0.13976188013128543,7.610875532612245
2013BURL01,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.22760800842992623,5.928322472578247e-22,True,True,3,10.562718651211803,7.8677555321390935,-2.6949631190727095,-25.513915574789365,5.511833987808049,1.4517469177402111,-4.060087070067838,-73.6612728004614,30.38031390915598,2.1075691131682035,-28.272744795987776,-93.06271449508287,0.5218196346804813,0.18451855955741786,-0.33730107512306345,-64.63939888532528,10.233509369551959,1.4976037540128477,-8.73590561553911,-85.36568737144357,172.15439901220148,4.27411082635541,-167.88028818584607,-97.51728050466343,2.7200000000000006,1.6199999999999992,-1.1000000000000014,-40.44117647058828,1.7689881734559791,1.5307524196066191,-0.23823575384936002,-13.467345764326472,2.7117647058823384,1.8432098765432106,-0.8685548293391279,-32.02913687367734
2010WEYE02,tercile,3,exgaussian,exgaussian,exgaussian,exgaussian,False,False,True,True,0.08350951374207188,0.0027168123704864465,True,True,3,9.160718816067654,7.018572938689218,-2.142145877378436,-23.384036999598436,2.6350496539010204,0.9470373594968593,-1.6880122944041611,-64.05998049809682,6.943486678523888,0.8968797602827835,-6.046606918241104,-87.08314998202819,0.2876466035917634,0.13493303664002773,-0.15271356695173569,-53.09069011934913,2.842698987283017,1.8008206558186033,-1.0418783314644138,-36.65102552628043,12.959535463304892,11.086525994632979,-1.8730094686719134,-14.45275159727265,2.25,1.0174999999999992,-1.2325000000000008,-54.777777777777814,1.6925845932325412,1.3527454242928454,-0.3398391689396958,-20.078120189589004,2.4100000000000006,1.6707616707616715,-0.7392383292383291,-30.673789594951405
